About,A propos
List All Items Automatically,Mettre tous les objets en vente automatiquement
Choose <i>No</i> only if you intend to list items manually.,Choisissez <i>Non</i> uniquement si vous souhaitez mettre les objets en vente manuellement.
Deactivation Actions,Tâches de désactivation
Stop Listed Items Automatically,Arrêter la vente des objets automatiquement
Choose <i>No</i> only if you intend to keep items listed after Synchronization is deactivated.,Choisissez <i>Non</i> uniquement si vous souhaitez poursuivre la vente des objets une fois la synchronisation désactivée.
"Relist Rules define the conditions and schedule when the eBay items have to be relisted.<br/>
    <ul class=""list"">
        <li><b>Relist Conditions</b> - the conditions at which the Relist Action will be launched.</li>
        <li><b>Relist Schedule</b> - the schedule of relisting after the end of the initial listing period. It is possible to relist items immediately, after a certain period of time or on certain days of the week that follows.</li>
    </ul>","Les règles de remise en vente permettent de définir les conditions de remise en vente des objets eBay et de la programmer.<br/>
    <ul class=""list"">
        <li><b>Conditions de remise en vente</b> - Conditions d'exécution de la tâche Remettre en vente.</li>
        <li><b>Programmation de la remise en vente</b> - Programmation de la remise en vente à l'issue de la période de mise en vente initiale. Il est possible de remettre les objets en vente instantanément après un certain laps de temps ou encore certains jours de la semaine qui suit.</li>
    </ul>"
"Enables/Disables the Relist action for the Listings, which use current Synchronization Template.",Permet d'activer/de désactiver la remise en vente pour les annonces qui utilisent le modèle de synchronisation actif.
List Action,Action Mettre en vente
"Automatically lists Not Listed items, if they meet the Relist Conditions.",Permet de mettre en vente automatiquement les objets non mis en vente qui répondent aux conditions.
"Updates Title, Subtitle, Description, Price, QTY and Shipment on eBay Listings.<br/>If <i>No</i> is selected, eBay Listing(s) with existing data on eBay is relisted.","Permet de mettre à jour le titre, le sous-titre, la description, le prix, la quantité et l'envoi dans les annonces eBay.<br/>Si l'option <i>Non</i> est sélectionnée, les objets d'annonces eBay comportant des données existantes sur eBay sont remis en vente."
Relist Schedule,Programmation de la remise en vente
Delay after End,Délai après la fin de la vente
Days of Week,Jours de la semaine
"The schedule of item(s) relisting, when the Relist Conditions are met.",Programmation de la remise en vente des objets lorsque les conditions de remise en vente sont remplies.
Days,Jours
Hours,Heures
Minutes,Minutes
"In how many days, hours or minutes relisting have to start.","Nombre de jours, d'heures ou de minutes au terme duquel la remise en vente doit commencer."
Monday,Lundi
Tuesday,Mardi
Wednesday,Mercredi
Thursday,Jeudi
Friday,Vendredi
Saturday,Samedi
Sunday,Dimanche
On what days of the week that follows the end of initial listing period the items have to be relisted.<br/>(Hold Ctrl button for choosing two or more.),"Jours de la semaine suivant la fin de la période de vente initiale auxquels les objets doivent être remis en vente.<br/>(Pour sélectionner plusieurs options, maintenez enfoncée la touche Ctrl.)"
Time Interval,Période
"Sets a time interval, during that the item(s) have to be relisted if the Relist Conditions are met.",Permet de définir la période pendant laquelle les objets doivent être remis en vente s'ils répondent aux conditions.
Start Time (hh:mm),Heure de début (hh:mm)
hh:mm format (i.e. 20:15).,Format hh:mm (ex. 20:15).
End Time (hh:mm),Heure de fin (hh:mm)
hh:mm format (i.e. 21:30).,Format hh:mm (ex. 21:30).
"Revise Rules are the conditions, at which automatic full and partial listings revising features are enabled.
<br/>If the certain condition is enabled (<i>Yes</i> is chosen in appropriate line) and met,
then eBay Listings, which were listed using current Synchronization Template,
will be automatically fully or partially updated.<br/>
    <ul class=""list"">
        <li><b>Partial Revise</b> - contains list of product details, which changes you want to be reflected on eBay.</li>
        <li><b>Full Revise</b> - contains list of M2E Templates. If any information of the templates is changed, then listings, which use these templates in their settings, will be automatically fully revised.</li>
    </ul>","Les règles de modification correspondent aux conditions qui régissent l'activation des fonctionnalités automatiques de modification complète et partielle des annonces.
<br/>Si une condition spécifique est activée (option <i>Oui</i> sélectionnée sur la ligne correspondante) et remplie,
les annonces eBay publiées à l'aide du modèle de synchronisation actif
sont modifiées complètement ou partiellement de manière automatique.<br/>
    <ul class=""list"">
        <li><b>Modification partielle</b> - Contient la liste des détails du produit dont vous souhaitez répercuter les modifications sur eBay.</li>
        <li><b>Modification complète</b> - Contient la liste des modèles M2E. Si les informations des modèles sont modifiées, les annonces qui utilisent ces modèles dans leurs paramètres sont modifiées complètement de manière automatique.</li>
    </ul>"
Automatically revises quantity on eBay listing(s) when the quantity or attribute for quantity of its product is changed in Magento.,Modifie automatiquement la quantité dans les annonces eBay en cas de modification de la quantité ou de l'attribut de quantité du produit correspondant dans Magento.
Automatically revises price on eBay listing(s) when the price(s) or attribute(s) for price(s) of its product is (are) changed in Magento.,Modifie automatiquement le prix dans les annonces eBay en cas de modification du prix ou de l'attribut de prix du produit correspondant dans Magento.
Automatically revises title of eBay listing(s) when the name or attribute(s) used for its title is (are) changed in Magento.,Modifie automatiquement le titre dans les annonces eBay en cas de modification du nom ou de l'attribut utilisé pour le titre du produit correspondant dans Magento.
Automatically revises subtitle of eBay listing(s) when attribute(s) used for subtitle is (are) changed in Magento.,Modifie automatiquement le sous-titre dans les annonces eBay en cas de modification de l'attribut utilisé pour le sous-titre du produit correspondant dans Magento.
Automatically revises description of eBay listing(s) when at least one of products descriptions attributes changes in Magento.,Modifie automatiquement la description dans les annonces eBay en cas de modification d'au moins un attribut de description du produit correspondant dans Magento.
Full Revise,Modification complète
Automatically revises eBay listing(s) if its Selling Format Template was changed.,Modifie automatiquement les annonces eBay en cas de modification du modèle de format de mise en vente.
Automatically revises eBay listing(s) if its Description Template was changed.,Modifie automatiquement les annonces eBay en cas de modification du modèle de description.
Automatically revises eBay listing(s) if its General Template was changed.,Modifie automatiquement les annonces eBay en cas de modification du modèle général.
"Stop Rules define the conditions when eBay items listing should be
    stopped, depending on Magento product state.<br/><br/>
    <b>Note:</b> If all Stop Conditions are set to <i>No</i> or <i>No Action</i>, then the stop option for eBay items is disabled.<br/>
    If all Stop Conditions are enablled, then an item will be stopped if at least one of the Stop Conditions is met.","Les règles d'interruption correspondent aux conditions qui régissent l'interruption de la mise en vente des objets eBay
    en fonction du statut des produits Magento.<br/><br/>
    <b>Remarque :</b> si vous sélectionnez <i>Non</i> ou <i>Aucune action</i> pour toutes les conditions d'arrêt, l'option d'arrêt des annonces eBay est désactivée.<br/>
    Si toutes les conditions d'interruption sont activées, la mise en vente des objets est interrompue lorsqu'au moins une des conditions d'interruption est remplie."
"<strong>eBay settings were successfully set up.</strong> <br/><br/>
        Now you can continue working with extension. You can see below the short instructions, you may follow to start
        listing on %s quickly.<br/> The more detailed information can be found in the <a href=""%s"" target=""_blank"">Documentation</a>.<br/><br/>

        <strong>The next steps you need to perform are:</strong><br/><br/>

        <span style=""text-decoration: underline;""><strong>1)</strong> Selling Format Template creation:</span><br/>
        Navigate to %s > Templates > <a href=""%s"" target=""_blank"">Selling Format Templates</a>,
        Press on the Add Selling Format Template button;
        Fill in all necessary data;
        Save the template.<br/><br/>

        <span style=""text-decoration: underline;""><strong>2)</strong> Description Template creation:</span><br/>
        Navigate to %s > Templates > <a href=""%s"" target=""_blank"">Description Templates</a>;
        Press on the Add Description Template button;
        Fill in all necessary data;
        Save the template.<br/><br/>

        <span style=""text-decoration: underline;""><strong>3)</strong> General Template creation:</span><br/>
        Navigate to %s > Templates > <a href=""%s"" target=""_blank"">General Templates</a>;
        Press on the Add General Template button;
        Fill in all necessary data;
        Save the template.<br/><br/>

        <span style=""text-decoration: underline;""><strong>4)</strong> Synchronization Template creation:</span><br/>
        Navigate to %s > Templates > <a href=""%s"" target=""_blank"">Synchronization Templates</a>;
        Press on the Add Synchronization Template button;
        Fill in all necessary data;
        Save the template.<br/><br/>

        After completing these four necessary steps, you can start to create Listings (%s > Manage

        Listings > <a href=""%s"" target=""_blank"">Listings</a>), add Magento products to them and list on %s.<br/>","<strong>Les paramètres eBay ont été configurés.</strong> <br/><br/>
        Vous pouvez à présent poursuivre votre travail dans l'extension. Les instructions simplifiées qui suivent vous permettront de commencer rapidement à mettre
        des objets en vente sur %s.<br/> Pour des informations plus détaillées, reportez-vous à la <a href=""%s"" target=""_blank"">documentation</a>.<br/><br/>

        <strong>Vous devez ensuite effectuer les étapes suivantes :</strong><br/><br/>

        <span style=""text-decoration: underline;""><strong>1)</strong> Création du modèle de format de mise en vente :</span><br/>
        Accédez au menu %s > Modèles > <a href=""%s"" target=""_blank"">Modèles de format de mise en vente</a>.
        Cliquez sur le bouton Ajouter un modèle de format de mise en vente.
        Saisissez toutes les données requises.
        Enregistrez le modèle.<br/><br/>

        <span style=""text-decoration: underline;""><strong>2)</strong> Création du modèle de description :</span><br/>
        Accédez au menu %s > Modèles > <a href=""%s"" target=""_blank"">Modèles de description</a>;
        Cliquez sur le bouton Ajouter un modèle de description.
        Saisissez toutes les données requises.
        Enregistrez le modèle.<br/><br/>

        <span style=""text-decoration: underline;""><strong>3)</strong> Création du modèle général :</span><br/>
        Accédez au menu %s > Modèles > <a href=""%s"" target=""_blank"">Modèles généraux</a>.
        Cliquez sur le bouton Ajouter un modèle général.
        Saisissez toutes les données requises.
        Enregistrez le modèle.<br/><br/>

        <span style=""text-decoration: underline;""><strong>4)</strong> Création du modèle de synchronisation :</span><br/>
        Accédez au menu %s > Modèles > <a href=""%s"" target=""_blank"">Modèles de synchronisation</a>.
        Cliquez sur le bouton Ajouter un modèle de synchronisation.
        Saisissez toutes les données requises.
        Enregistrez le modèle.<br/><br/>

        A l'issue de ces quatre étapes, vous pouvez commencer à créer des annonces (%s > Gérer

        les annonces > <a href=""%s"" target=""_blank"">Annonces</a>), à leur ajouter des produits Magento et à mettre vos objets en vente sur %s.<br/>"
Accounts Set Up,Configuration des comptes
Adding your eBay accounts to M2E Pro extension.,Ajout de vos comptes eBay à l'extension M2E Pro.
Marketplaces Set Up,Configuration des places de marché
You need to choose the marketplaces you are going to sell on.,Vous devez sélectionner les places de marché sur lesquelles vous allez vendre des objets.
3rd Party Synchronization Set Up,Configuration de la synchronisation des annonces tierces
"Set up Synchronization rules according to which auto and manual 3rd Party Listings Synchronization will be performed.
                <br/>
                <b>Note:</b> The 3rd Party Listings Synchronization has to be enabled in %s -> Configuration -> Synchronization to allow 3rd party listings to be imported from eBay.","Configurez des règles de synchronisation qui définiront la synchronisation automatique ou manuelle à effectuer pour les annonces tierces.
                <br/>
                <b>Remarque :</b> la synchronisation des annonces tierces doit être activée dans le menu %s -> Configuration -> Synchronisation pour que les annonces tierces puissent être importées à partir d'eBay."
Synchronization Set Up,Configuration de la synchronisation
Setting up preferences of data synchronization.,Configuration des préférences de synchronisation des données.
Skip Wizard,Ignorer l'Assistant
"Click
            <a href=""%s"">Start Configuration</a> Wizard to quickly set up eBay settings or
            <a href=""%s"" onclick=""%s"">Skip</a> it if you intend to set up it later. <br/>
            <strong>Note:</strong> If you close the Wizard now, you will have to set up eBay settings manually.","Cliquez sur l'Assistant
            <a href=""%s"">Commencer la configuration</a> pour définir rapidement les paramètres eBay ou sur
            <a href=""%s"" onclick=""%s"">Ignorer</a> pour configurer les paramètres ultérieurement. <br/>
            <strong>Remarque :</strong> si vous fermez l'Assistant maintenant, vous devrez configurer les paramètres eBay manuellement."
eBay Channel,Canal eBay
"This part of extension allows quick and simple creation as well as management of product listings on eBay
        (inc. automated synchronization of stock levels, pricing, and product details), import of eBay Transactions, automated
        feedback posting for buyers and many other tasks which significantly reduce time required for listing maintenance.","Cette partie de l'extension simplifie et accélère la création des annonces ainsi que leur gestion sur eBay
        (y compris la synchronisation automatique des niveaux de stock, de la tarification et des détails des produits), l'importation de transactions eBay, la publication automatique
        d'évaluations pour les acheteurs et plusieurs autres tâches qui réduisent considérablement le temps nécessaire à la gestion des annonces."
Complete Wizard,Exécuter l'Assistant
"Part Compatibility feature for <b>eBay Motors</b> was added in current version.
            <br/>
            If you intend to use it, update
            <a href=""%s"" target=""_blank"">eBay Motors</a> marketplace, if no,
            <a href=""%s"">disregard</a> this message.
            <br/><br>
            To find out how to use this option see our
            <a href=""%s"" target=""_blank"">documentation</a>.","L'option Compatibilité des pièces pour <b>eBay Auto</b> a été ajoutée à la version actuelle.
            <br/>
            Si vous souhaitez utiliser cette option, mettez à jour la place de marché
            <a href=""%s"" target=""_blank"">eBay Auto</a>. Dans le cas contraire, 
            <a href=""%s"">ignorez</a> ce message.
            <br/><br>
            Pour plus de détails sur l'utilisation de cette option, consultez la
            <a href=""%s"" target=""_blank"">documentation</a>."
"Task ""Orders Receive Synchronization"" for Rakuten.com ""%acc%"" Account and ""%mrk%"" marketplace is started. Please wait...",La tâche « Synchronisation des commandes reçues » pour le compte Rakuten.com %acc% et la place de marché %mrk% a démarré. Veuillez patienter...
"Task ""Orders Update Synchronization"" for Rakuten.com ""%acc%"" Account and ""%mrk%"" marketplace is started. Please wait...",La tâche « Synchronisation des commandes modifiées » pour le compte Rakuten.com %acc% et la place de marché %mrk% a démarré. Veuillez patienter...
Attention! By deleting account you delete all information on it from M2E Pro server. This will cause inappropriate work of all accounts' copies.,"Attention ! En supprimant un compte, vous supprimez également toutes les informations qui lui sont associées sur le serveur M2E Pro. Cette opération entraînera des problèmes de fonctionnement de toutes les copies du compte."
The product will be listed as a simple product as it has limitation for multi-variation items. Reason:sum of quantities of all possible products options more than 250.,"Le produit sera mis en vente comme produit simple, car il dépasse les limites associées aux annonces multi-versions. Motif : la somme des quantités de toutes les options de produit possibles est supérieure à 250."
Method of adding a new entity is not defined.,La méthode d'ajout de nouvelles entités n'est pas définie.
"Listings, which have the same Attribute Set, Marketplace and Account were not found.","Aucune annonce associée aux mêmes jeu d'attributs, place de marché et compte n'a été trouvée."
"Listings, which have the same Marketplace and Account were not found.",Aucune annonce associée aux mêmes place de marché et compte n'a été trouvée.
Would you like to create one with default settings ?,Voulez-vous créer une annonce avec les paramètres par défaut ?
Moving Rakuten.com Items.,Déplacement des objets Rakuten.com.
"Current Rakuten.com version only supports simple products. Please, choose simple product.",La version actuelle de Rakuten.com prend uniquement en charge les produits simples. Veuillez choisir un produit simple.
List,Mettre en vente
Revise,Modifier
Relist,Remettre en vente
Stop,Arrêter
Stop And Remove,Arrêter et retirer
Delete And Remove,Supprimer et retirer
Conditions,Conditions
Rakuten (Beta),Rakuten (bêta)
Component is not set.,Le composant n'est pas défini.
Bundle Items,Objets groupés
Links,Liens
Associated Products,Produits associés
Custom Options,Options personnalisées
Message,Message
Create Date,Date de création
Update Now,Mettre à jour maintenant
Send Message,Envoyer le message
Search Results,Résultats de la recherche
Knowledge Base,Base de connaissances
Contact Support,Contacter le Service clients
Add,Ajouter
Cancel Confirmation,Annuler la confirmation
Edit Translation,Modifier la traduction
Congratulations! (Magento Multi-Channels Integration),Félicitations ! (Intégration multicanal Magento)
Configuration Wizard (Magento Multi-Channels Integration),Assistant de configuration (Intégration multicanal Magento)
Welcome to M2E Pro - Magento Multi-Channels Integration!,Bienvenue dans l'intégration multicanal M2E Pro - Magento !
"The token for ""%s"" eBay Account has been expired.
                        <br>
                        Please, go to %s > Configuration > eBay Account > <a href=""%s"" target=""_blank"">General TAB</a>,
                        click on the Get Token button. (You will be redirected to the eBay website.)
                        Sign-in and press I Agree on eBay page.
                        Do not forget to press Save button after returning back to Magento","Le jeton pour le compte eBay %s a expiré.
                        <br>
                        Accédez au menu %s > Configuration > Compte eBay > <a href=""%s"" target=""_blank"">onglet Général</a>,
                        puis cliquez sur le bouton Demander un jeton. (Vous serez ensuite redirigé vers le site Web eBay.)
                        Connectez-vous, puis cliquez sur J'accepte sur la page eBay.
                        N'oubliez pas de cliquer sur le bouton Enregistrer une fois de retour dans Magento."
"Attention! The token for ""%s"" eBay Account will be expired soon ( %s ).
                    <br>
                    Please, go to %s > Configuration > eBay Account > <a href=""%s"" target=""_blank"">General TAB</a>,
                    click on the Get Token button. (You will be redirected to the eBay website.)
                    Sign-in and press I Agree on eBay page.
                    Do not forget to press Save button after returning back to Magento","Attention ! Le jeton pour le compte eBay %s expire bientôt ( %s ).
                        <br>
                        Accédez au menu %s > Configuration > Compte eBay > <a href=""%s"" target=""_blank"">onglet Général</a>,
                        puis cliquez sur le bouton Demander un jeton. (Vous serez ensuite redirigé vers le site Web eBay.)
                        Connectez-vous, puis cliquez sur J'accepte sur la page eBay.
                        N'oubliez pas de cliquer sur le bouton Enregistrer une fois de retour dans Magento."
Rakuten.com (Beta),Rakuten.com (bêta)
Sell On Multi-Channels,Vendre sur plusieurs canaux
"Encoding type ""%s"" is not supported.",Le type d'encodage %s n'est pas pris en charge.
Product id is not set,Le code produit n'est pas défini.
Prefix must be specified before.,Le préfixe doit être spécifié au préalable.
Stock Item is not set.,L'objet du stock n'est pas défini.
The requested quantity is not available.,La quantité demandée n'est pas disponible.
Payment Status for %s Order was not updated. View %sorder log%s for more details.,Le statut du paiement de la commande %s n'a pas été mis à jour. Consultez le %sjournal des commandes%s pour plus de détails.
Updating Rakuten.com Order Status to Shipped in Progress...,Remplacement du statut de la commande Rakuten.com par Envoyé...
Shipping Status for %s Order was not updated. View %sorder log%s for more details.,Le statut de la livraison de la commande %s n'a pas été mis à jour. Consultez le %sjournal des commandes%s pour plus de détails.
Shipment handler not found.,Gestionnaire de livraisons introuvable.
Product Reindex Was Executed.,La réindexation des produits a été exécutée.
Magento product is not set.,Le produit Magento n'est pas défini.
There is no associated product found for grouped product.,Aucun produit associé ne correspond au produit groupé.
There is no associated product found for configurable product.,Aucun produit associé ne correspond au produit configurable.
Qty cannot be less than zero.,La quantité ne peut pas être inférieure à zéro.
Selected options do not match the product options.,Les options sélectionnées ne correspondent pas aux options du produit.
Required options were not selected.,Certaines options obligatoires n'ont pas été sélectionnées.
Invalid order log initiator.,Initiateur de journal des commandes non valide.
Invalid repair data.,Données de réparation non valides.
Invalid repair type.,Type de réparation non valide.
Qty is already reserved.,La quantité est déjà réservée.
Qty reservation is disabled in Account settings.,La réservation de la quantité est désactivée dans les paramètres du comptes.
Qty is already released.,La quantité est déjà libérée.
Qty reserve is already canceled.,La quantité réservée est déjà annulée.
The Order Item(s) was not mapped to Magento Product(s) or mapped incorrect.,"Les objets de la commande n'ont pas été mappés vers des produits Magento, ou le mappage est incorrect."
Product(s) does not exist.,Les produits n'existent pas.
Synchronization Lock File Is Already Locked,Le fichier de verrouillage de synchronisation est déjà verrouillé.
Component Mode or Account ID or Marketplace ID is empty.,"Le mode du composant, l'identifiant du compte ou l'identifiant de la place de marché n'est pas renseigné."
No Other Listings found.,Aucune autre annonce trouvée.
Please select order(s).,Veuillez sélectionner des commandes.
Qty for selected Order(s) was successfully reserved.,La quantité pour les commandes sélectionnées a été réservée.
Qty for selected Order(s) was not reserved.,La quantité pour les commandes sélectionnées n'a pas été réservée.
Qty for selected Order(s) was not reserved. Reason: %s,La quantité pour les commandes sélectionnées n'a pas été réservée. Motif : %s
Qty reserve for selected Order(s) was successfully canceled.,La quantité réservée pour les commandes sélectionnées a été annulée.
Qty reserve for selected Order(s) was not canceled.,La quantité réservée pour les commandes sélectionnées n'a pas été annulée.
Qty reserve for selected Order(s) was not canceled. Reason: %s,La quantité réservée pour les commandes sélectionnées n'a pas été annulée. Motif : %s
Order item does not exist.,L'objet de la commande n'existe pas.
"Mapping product ""%s""",Mappage du produit %s
Assign product options,Attribuer des options de produit
Product does not have required options.,Le produit ne comporte pas les options requises.
Please specify required options.,Veuillez spécifier les options requises.
Order item was successfully mapped.,L'objet de la commande a été mappé.
Order item options were successfully mapped.,Les options de l'objet de la commande ont été mappées.
Item was successfully unmapped.,L'objet a été démappé.
Data has been sent on Rakuten.com. It is being processed now. You can continue working with M2E Pro.,Les données ont été envoyées sur Rakuten.com. Elles sont en cours de traitement. Vous pouvez continuer à utiliser M2E Pro.
We recommend to set up your cron job to be run every 5 minutes (e.g. * * * * *).,Nous vous recommandons de programmer l'exécution d'une tâche cron toutes les 5 minutes (par ex. * * * * *).
"<br/><b>Note:</b> M2E Pro v.5.x.x consists of %s.<br/>
    %s
    %s
    <br/>
    <hr style=""color:#D6D6D6""/><br/>
    M2E Pro extension requires activation for its work.<br/><br/>
    To get the License Key, click the <span style=""text-decoration: underline;"">Get License Key</span> link and follow the instructions.<br/>
    When you got your License Key, press the <span style=""text-decoration: underline;"">Enter</span> button
    and enter your License Key in appeared text field. Press the <span style=""text-decoration: underline;"">Confirm</span> button.<br/><br/>
    <b>Note:</b> If you have not received the License Key, please contact us right away at %s.","<br/><b>Remarque :</b> M2E Pro v.5.x.x se compose de %s.<br/>
    %s
    %s
    <br/>
    <hr style=""color:#D6D6D6""/><br/>
    L'extension M2E Pro doit être activée.<br/><br/>
    Pour obtenir la clé de licence, cliquez sur le lien <span style=""text-decoration: underline;"">Obtenir la clé de licence</span> et suivez les instructions.<br/>
    Une fois en possession de la clé de licence, cliquez sur le bouton <span style=""text-decoration: underline;"">Saisir</span>
    et saisissez-la dans la zone de texte qui apparaît. Cliquez sur le bouton <span style=""text-decoration: underline;"">Confirmer</span>.<br/><br/>
    <b>Remarque :</b> si vous n'avez pas reçu la clé de licence, contactez-nous immédiatement à l'adresse %s."
"<b>Note:</b> The current Beta version of the Rakuten.com module is provided free of charge.
                                However, please be advised that upon the live version of the product release some monthly subscription fee will introduced.","<b>Remarque :</b> la version bêta actuelle du module Rakuten.com est fournie gratuitement.
                                Des frais d'inscription mensuels seront cependant facturés pour la version complète du produit."
"This page contains all created Listings. Use Templates filters to sort Listings by templates that they use in their settings.<br/>
    You can perform different Actions on a single Listing or on a group of Listings.<br/>
    Actions for a single Listing you can find in the Action column of the grid. Choose a necessary option in the appropriate Listing dropdown to execute it.<br/>
    Mass actions are in the Actions dropdown at the top right corner of the grid. Select check-boxes of appropriate items,
    choose an Action from the dropdown and press the <span style=""text-decoration: underline;"">Submit</span> button.","Cette page contient toutes les annonces créées. Utilisez les filtres de modèles pour trier les annonces selon le modèle utilisé dans leurs paramètres.<br/>
    Vous pouvez exécuter différentes tâches sur une seule annonce ou sur un groupe d'annonces.<br/>
    Les tâches pour une seule annonce sont accessibles dans la colonne Action du tableau. Choisissez une option dans la liste déroulante de l'annonce appropriée pour l'exécuter.<br/>
    Les tâches pour un groupe d'annonces sont accessibles dans la liste déroulante Actions dans le coin supérieur droit du tableau. Cochez les cases des objets appropriés,
    choisissez une tâche dans la liste déroulante et cliquez sur le bouton <span style=""text-decoration: underline;"">Soumettre</span>."
Orders Log Clearing,Effacement du journal des commandes
Attributes Filter,Filtre d'attributs
%s Order ID,Numéro de la commande %s
%s Final Fee,Frais finaux %s
Action Required,Action requise
Please enter correct product ID or SKU.,Saisissez le code produit correct ou la référence article.
Order Item Mapping,Mappage de l'objet de la commande
Order Item Options Mapping,Mappage des options de l'objet de la commande
Channel Options,Options du canal
No channel options available TODO TEXT,Aucune option de canal disponible TEXTE DE L'ACTION
Save selection for subsequent orders,Enregistrer la sélection pour les prochaines commandes
Waiting,En attente
Processing,En cours de traitement
Disabled - Coming Soon,Désactivé - Disponible prochainement
play.com / rakuten.co.uk,play.com/rakuten.co.uk
rakuten.de,rakuten.de
eBay channel status.,Statut du canal eBay.
Amazon channel status.,Statut du canal Amazon.
Rakuten,Rakuten
Rakuten.com channel status.,Statut du canal Rakuten.com.
Play.com / Rakuten.co.uk,Play.com/Rakuten.co.uk
Disabled - Coming Soon...,Désactivé - Disponible prochainement...
Play.com / Rakuten.co.uk channel status.,Statut du canal Play.com/Rakuten.co.uk.
Rakuten.de,Rakuten.de
Rakuten.de channel status.,Statut du canal Rakuten.de.
The tab of which channel must be opened by default.,Onglet du canal à ouvrir par défaut.
"Please take a look at <a href=""%s"" onclick=""%s"">Documentation</a> and <a href=""%s"" onclick=""%s"">Knowledge Base</a>.
                Most probably it has the answer to your question(s).<br/>
                If you still have any questions, fill in the form below to contact our Customer Support. <br/><br/>
                <b>Note:</b> We provide support during our working hours: 10 a.m. - 6 p.m. (GMT+2), mon - fri.","Consultez la <a href=""%s"" onclick=""%s"">documentation</a> et la <a href=""%s"" onclick=""%s"">base de connaissances</a>.
        Ces références contiennent probablement la réponse à vos questions.<br/>
        Pour toute autre demande, remplissez le formulaire ci-dessous pour contacter le Service clients. <br/><br/>
        <b>Remarque :</b> le Service clients est disponible de 10h00 à 18h00 (GMT+2), du lundi au vendredi."
Contact Email,Adresse e-mail
General Problem,Problème général
Problem,Problème
"What steps will reproduce the problem?
1.
2.
3.

What is the expected output? What do you see instead?


Please provide any additional information below.
","Quelles sont les étapes permettant de reproduire le problème ?
1.
2.
3.

Quel était le résultat attendu ? Quel est le résultat obtenu ?


Indiquez ci-dessous toute information complémentaire.
"
No Articles Found,Aucun article n'a été trouvé
Go To Article â†’,Consulter l'article â†’
Feedback,Evaluations
No Ideas Found,Aucune suggestion trouvée
Go To Idea â†’,Consulter la suggestion â†’
Enter your problem here,Saisissez votre problème ici
"Has to be enabled if changes in catalog are being made directly to database.<br/><b>Note:</b> It is strongly recommended to enable this option if you really need it,<br/>as it is very resource and time consuming and may affect <br/>synchronization performance.","Cette option doit être activée si des modifications du catalogue sont directement appliquées à la base de données.<br/><b>Remarque :</b> nous vous recommandons vivement de n'activer cette option que si vous l'utilisez réellement,<br/>car son exécution nécessite beaucoup de temps et de ressources et risque d'affecter<br/>les performances de la synchronisation."
The languages that the texts should be translated to were not added.,Les langues vers lesquelles le texte doit être traduit n'ont pas été ajoutées.
Not Translated,Non traduit
"To add translated text you have to perform the next steps:

<ul class=""list"">
    <li>go to the necessary Language tab;</li>
    <li>click the Add Translation on the appropreate line;</li>
    <li>in the opened text area enter the translated text;</li>
    <li>click Add.</li>
</ul>

To see other suggested translations, click on the <i>Show More Translations</i> link.
If you like one of the suggested translations you can <i>Confirm</i> it.
<br/>When translated text is confirmed 10 times by different users, it will be displayed on the interface.
<br/><br/>
<b>Note:</b> You can see different html symbols, like &lt;b&gt;, &lt;br&gt;, %ver%, %s, %d, %1$s and others. Please, keep these symbols on their places in the translated texts.
It will format texts to be displayed correctly on the interface.","Pour ajouter du texte traduit, procédez comme suit :

<ul class=""list"">
    <li>sélectionnez l'onglet de la langue concernée ;</li>
    <li>cliquez sur Ajouter une traduction sur la ligne appropriée ;</li>
    <li>saisissez le texte traduit dans le champ qui s'affiche ;</li>
    <li>cliquez sur Ajouter.</li>
</ul>

Pour consulter les autres suggestions de traduction, cliquez sur le lien <i>Afficher d'autres traductions</i>.
Si l'une des suggestions vous satisfait, vous pouvez la <i>confirmer</i>.
<br/>Lorsqu'un texte traduit a été confirmé 10 fois par des utilisateurs différents, il sera affiché dans l'interface.
<br/><br/>
<b>Remarque :</b> différents symboles HTML peuvent apparaître, tels que &lt;b&gt;, &lt;br&gt;, %ver%, %s, %d et %1$s. Veillez à garder ces symboles à leur place dans les textes traduits.
Ils permettent de formater le texte affiché dans l'interface."
"New <strong>3rd Party Listings</strong> functionality was added to this version. Now you can manage your existing listings (not listed by M2E Pro) from the 3rd Party Listings grid.
            <br/><br/>
            Please complete the Configuration Wizard (see the link below) steps to quickly set up settings for auto and manual synchronization of the 3rd Party Listings.
            <br/><br/>
            Click to
            <a href=""%s"">Start Configuration</a> or
            <a href=""%s"">Skip</a> the Wizard.<br />","Une nouvelle option <strong>Annonces tierces</strong> a été ajoutée à cette version. Vous pouvez à présent gérer vos annonces existantes (pour les objets non mis en vente via M2E Pro) à partir de la grille des annonces tierces.
            <br/><br/>
            Suivez les différentes étapes de l'Assistant de configuration (voir le lien ci-dessous) pour configurer rapidement les paramètres de synchronisation automatique et manuelle des annonces tierces.
            <br/><br/>
            Cliquez pour
            <a href=""%s"">commencer la configuration</a> ou
            <a href=""%s"">ignorer</a> l'Assistant.<br/>"
